Tournament,Player,Rank,Wpoints,Start Date,End Date,Series,Wpoints,Fpoints,SFpoints,QFpoints,sixteenpoints,thirtytwopoints,sixtyfourpoints,onehundredtwentyeightpoints,Probability_128,Probability_64,Probability_32,Probability_16,Probability_QF,Probability_SF,Probability_F,Probability_W
Rosmalen Grass Court Championships,Bublik A.,47.0,250,2023-06-12,2023-06-18,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Rosmalen Grass Court Championships,Ruusuvuori E.,42.0,250,2023-06-12,2023-06-18,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Rosmalen Grass Court Championships,Griekspoor T.,38.0,250,2023-06-12,2023-06-18,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Rosmalen Grass Court Championships,Popyrin A.,90.0,250,2023-06-12,2023-06-18,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Rosmalen Grass Court Championships,Mcdonald M.,68.0,250,2023-06-12,2023-06-18,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Rosmalen Grass Court Championships,Mannarino A.,52.0,250,2023-06-12,2023-06-18,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Rosmalen Grass Court Championships,Djere L.,60.0,250,2023-06-12,2023-06-18,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Rosmalen Grass Court Championships,Sinner J.,9.0,250,2023-06-12,2023-06-18,ATP250,250,165,100,50,25,13,0,0,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Rosmalen Grass Court Championships,De Minaur A.,18.0,250,2023-06-12,2023-06-18,ATP250,250,165,100,50,25,13,0,0,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Srpska Open,Popyrin A.,81.0,250,2023-04-17,2023-04-23,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Srpska Open,Van Assche L.,87.0,250,2023-04-17,2023-04-23,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Srpska Open,Molcan A.,73.0,250,2023-04-17,2023-04-23,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Srpska Open,Shelbayh A.,267.0,250,2023-04-17,2023-04-23,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Srpska Open,Djere L.,78.0,250,2023-04-17,2023-04-23,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Srpska Open,Albot R.,110.0,250,2023-04-17,2023-04-23,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Srpska Open,Gasquet R.,42.0,250,2023-04-17,2023-04-23,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Srpska Open,Lajovic D.,70.0,250,2023-04-17,2023-04-23,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Srpska Open,Dzumhur D.,202.0,250,2023-04-17,2023-04-23,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Srpska Open,Barrere G.,57.0,250,2023-04-17,2023-04-23,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Srpska Open,Varillas J. P.,92.0,250,2023-04-17,2023-04-23,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Srpska Open,Lehecka J.,36.0,250,2023-04-17,2023-04-23,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Srpska Open,Djokovic N.,1.0,250,2023-04-17,2023-04-23,ATP250,250,165,100,50,25,13,0,0,0.99,0.97,0.95,0.92,0.9,0.85,0.8,0.75
Srpska Open,Kecmanovic M.,33.0,250,2023-04-17,2023-04-23,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Srpska Open,Rublev A.,6.0,250,2023-04-17,2023-04-23,ATP250,250,165,100,50,25,13,0,0,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Stuttgart Open,Lehecka J.,37.0,250,2023-06-12,2023-06-18,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Stuttgart Open,Musetti L.,17.0,250,2023-06-12,2023-06-18,ATP250,250,165,100,50,25,13,0,0,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Stuttgart Open,Sonego L.,41.0,250,2023-06-12,2023-06-18,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Stuttgart Open,Gasquet R.,55.0,250,2023-06-12,2023-06-18,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Stuttgart Open,Watanuki Y.,121.0,250,2023-06-12,2023-06-18,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Stuttgart Open,Barrere G.,58.0,250,2023-06-12,2023-06-18,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Stuttgart Open,Karatsev A.,48.0,250,2023-06-12,2023-06-18,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Stuttgart Open,O Connell C.,74.0,250,2023-06-12,2023-06-18,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Stuttgart Open,Struff J.L.,24.0,250,2023-06-12,2023-06-18,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Stuttgart Open,Fucsovics M.,86.0,250,2023-06-12,2023-06-18,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Stuttgart Open,Wu Y.,64.0,250,2023-06-12,2023-06-18,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Stuttgart Open,Paul T.,16.0,250,2023-06-12,2023-06-18,ATP250,250,165,100,50,25,13,0,0,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Stuttgart Open,Hurkacz H.,14.0,250,2023-06-12,2023-06-18,ATP250,250,165,100,50,25,13,0,0,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Stuttgart Open,Tiafoe F.,12.0,250,2023-06-12,2023-06-18,ATP250,250,165,100,50,25,13,0,0,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Stuttgart Open,Fritz T.,8.0,250,2023-06-12,2023-06-18,ATP250,250,165,100,50,25,13,0,0,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Suisse Open Gstaad,Altmaier D.,64.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Suisse Open Gstaad,Bergs Z.,175.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Suisse Open Gstaad,Munar J.,110.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Suisse Open Gstaad,Medjedovic H.,183.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Suisse Open Gstaad,Thiem D.,94.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Suisse Open Gstaad,Rodionov J.,118.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Suisse Open Gstaad,Bagnis F.,136.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Suisse Open Gstaad,Cachin P.,90.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Suisse Open Gstaad,Varillas J.P.,66.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Suisse Open Gstaad,Stricker D.,106.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Suisse Open Gstaad,Ramos-Vinolas A.,79.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Suisse Open Gstaad,Wawrinka S.,74.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Suisse Open Gstaad,Hanfmann Y.,46.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Suisse Open Gstaad,Kecmanovic M.,44.0,250,2023-07-17,2023-07-23,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
U.S. Men's Clay Court Championships,Galan D.E.,94.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
U.S. Men's Clay Court Championships,Kudla D.,137.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
U.S. Men's Clay Court Championships,Brouwer G.,123.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
U.S. Men's Clay Court Championships,Kubler J.,71.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
U.S. Men's Clay Court Championships,Johnson S.,152.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
U.S. Men's Clay Court Championships,Hanfmann Y.,134.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
U.S. Men's Clay Court Championships,Wolf J.J.,54.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
U.S. Men's Clay Court Championships,Garin C.,74.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
U.S. Men's Clay Court Championships,Etcheverry T.,73.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
U.S. Men's Clay Court Championships,Giron M.,69.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
U.S. Men's Clay Court Championships,Machac T.,138.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
U.S. Men's Clay Court Championships,Purcell M.,86.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
U.S. Men's Clay Court Championships,Tiafoe F.,15.0,250,2023-04-03,2023-04-09,ATP250,250,165,100,50,25,13,0,0,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Wimbledon,Barrios M.,133.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Wimbledon,Musetti L.,16.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Wimbledon,Karatsev A.,50.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Wimbledon,Thompson J.,70.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Wimbledon,Rublev A.,7.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Wimbledon,Marterer M.,170.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Wimbledon,Hurkacz H.,18.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Wimbledon,Djokovic N.,2.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.99,0.97,0.95,0.92,0.9,0.85,0.8,0.75
Wimbledon,Mmoh M.,119.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Wimbledon,Moutet C.,71.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Wimbledon,Goffin D.,123.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Wimbledon,Broady L.,142.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Wimbledon,Wolf J.J.,48.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Wimbledon,Munar J.,109.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Wimbledon,Ruud C.,4.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.99,0.97,0.95,0.92,0.9,0.85,0.8,0.75
Wimbledon,Choinski J.,164.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Wimbledon,Ymer M.,59.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Wimbledon,Otte O.,233.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Wimbledon,Bublik A.,26.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Wimbledon,Vukic A.,87.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Wimbledon,Schwartzman D.,98.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Wimbledon,Wawrinka S.,88.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Wimbledon,Galan D.E.,85.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Wimbledon,Sinner J.,8.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Wimbledon,Alcaraz C.,1.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.99,0.97,0.95,0.92,0.9,0.85,0.8,0.75
Wimbledon,Murray A.,40.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Wimbledon,Norrie C.,13.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Wimbledon,Halys Q.,79.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Wimbledon,Etcheverry T.,32.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Wimbledon,Stricker D.,117.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Wimbledon,Cerundolo F.,19.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Wimbledon,Raonic M.,849.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Wimbledon,Lehecka J.,37.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Wimbledon,Tiafoe F.,10.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Wimbledon,Dimitrov G.,24.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Wimbledon,Barrere G.,49.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Wimbledon,Medvedev D.,3.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.99,0.97,0.95,0.92,0.9,0.85,0.8,0.75
Wimbledon,Pella G.,308.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Wimbledon,Muller A.,84.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Wimbledon,Safiullin R.,92.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Wimbledon,Mayot H.,181.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Wimbledon,Paul T.,15.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Wimbledon,Fritz T.,9.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Wimbledon,Shapovalov D.,29.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Wimbledon,Tsitsipas S.,5.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.99,0.97,0.95,0.92,0.9,0.85,0.8,0.75
Wimbledon,Rune H.,6.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Wimbledon,Vesely J.,528.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Wimbledon,Eubanks C.,43.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Wimbledon,Giron M.,65.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Wimbledon,Ivashka I.,102.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Wimbledon,Shelton B.,36.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Wimbledon,Mannarino A.,35.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Wimbledon,Djere L.,60.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Wimbledon,Fucsovics M.,67.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Wimbledon,Davidovich Fokina A.,34.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Wimbledon,Van De Zandschulp B.,44.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Wimbledon,Carballes Baena R.,57.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Wimbledon,Watanuki Y.,116.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Wimbledon,Zverev A.,21.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Wimbledon,O Connell C.,73.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Wimbledon,De Minaur A.,17.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Wimbledon,Kubler J.,77.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Wimbledon,Jarry N.,28.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Wimbledon,Berrettini M.,38.0,2000,2023-07-03,2023-07-16,Grand Slam,2000,1300,800,400,200,100,50,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
ABN AMRO World Tennis Tournament,Carreno Busta P.,16.0,500,2023-02-13,2023-02-19,ATP500,500,330,1200,100,50,25,0,0,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
ABN AMRO World Tennis Tournament,Karatsev A.,98.0,500,2023-02-13,2023-02-19,ATP500,500,330,1200,100,50,25,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
ABN AMRO World Tennis Tournament,Bublik A.,50.0,500,2023-02-13,2023-02-19,ATP500,500,330,1200,100,50,25,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
ABN AMRO World Tennis Tournament,Goffin D.,41.0,500,2023-02-13,2023-02-19,ATP500,500,330,1200,100,50,25,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
ABN AMRO World Tennis Tournament,Huesler M.A.,47.0,500,2023-02-13,2023-02-19,ATP500,500,330,1200,100,50,25,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
ABN AMRO World Tennis Tournament,Bautista Agut R.,24.0,500,2023-02-13,2023-02-19,ATP500,500,330,1200,100,50,25,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
ABN AMRO World Tennis Tournament,Ymer M.,72.0,500,2023-02-13,2023-02-19,ATP500,500,330,1200,100,50,25,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
ABN AMRO World Tennis Tournament,Kwon S.W.,63.0,500,2023-02-13,2023-02-19,ATP500,500,330,1200,100,50,25,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
ABN AMRO World Tennis Tournament,Sonego L.,60.0,500,2023-02-13,2023-02-19,ATP500,500,330,1200,100,50,25,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
ABN AMRO World Tennis Tournament,Ruusuvuori E.,52.0,500,2023-02-13,2023-02-19,ATP500,500,330,1200,100,50,25,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
ABN AMRO World Tennis Tournament,Davidovich Fokina A.,31.0,500,2023-02-13,2023-02-19,ATP500,500,330,1200,100,50,25,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
ABN AMRO World Tennis Tournament,Van Rijthoven T.,110.0,500,2023-02-13,2023-02-19,ATP500,500,330,1200,100,50,25,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
ABN AMRO World Tennis Tournament,Bonzi B.,48.0,500,2023-02-13,2023-02-19,ATP500,500,330,1200,100,50,25,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
ABN AMRO World Tennis Tournament,Lestienne C.,54.0,500,2023-02-13,2023-02-19,ATP500,500,330,1200,100,50,25,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
ABN AMRO World Tennis Tournament,Halys Q.,62.0,500,2023-02-13,2023-02-19,ATP500,500,330,1200,100,50,25,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
ABN AMRO World Tennis Tournament,Rublev A.,5.0,500,2023-02-13,2023-02-19,ATP500,500,330,1200,100,50,25,0,0,0.99,0.97,0.95,0.92,0.9,0.85,0.8,0.75
ASB Classic,Cachin P.,59.0,250,2023-01-08,2023-01-14,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
ASB Classic,Bublik A.,36.0,250,2023-01-08,2023-01-14,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
